id_player,name,sex,country,birth_year
111575,Karen Khachanov,M,RUS,1996.0
104898,Robin Haase,M,NED,1987.0
122570,Mubarak Shannan Zayid,M,QAT,1995.0
126610,Matteo Berrettini,M,ITA,1996.0
105676,David Goffin,M,BEL,1990.0
105173,Adrian Mannarino,M,FRA,1988.0
117356,Cem Ilkel,M,TUR,1995.0
104660,Sergiy Stakhovsky,M,UKR,1985.0
103893,Paolo Lorenzi,M,ITA,1981.0
104259,Philipp Kohlschreiber,M,GER,1983.0
105376,Peter Gojowczyk,M,GER,1989.0
106233,Dominic Thiem,M,AUT,1993.0
110602,Dennis Novak,M,AUT,1993.0
106325,Jabor Al Mutawa,M,QAT,1996.0
104571,Marcos Baghdatis,M,CYP,1987.0
104586,Lukas Rosol,M,CZE,1985.0
104868,James Ward,M,GBR,1987.0
126237,Gian Marco Moroni,M,ITA,1998.0
105806,Mirza Basic,M,BIH,1991.0
104897,Matthias Bachinger,M,GER,1987.0
105477,Marco Trungelliti,M,ARG,1990.0
110476,Mousa Shanan Zayed,M,QAT,1994.0
105063,Andrea Arnaboldi,M,ITA,1987.0
104731,Kevin Anderson,M,RSA,1986.0
103333,Ivo Karlovic,M,CRO,1979.0
104468,Gilles Simon,M,FRA,1984.0
104327,Steve Darcis,M,BEL,1985.0
144719,Jaume Munar,M,ESP,1997.0
105332,Benoit Paire,M,FRA,1989.0
104291,Malek Jaziri,M,TUN,1983.0
105208,Ernests Gulbis,M,LAT,1988.0
111513,Laslo Djere,M,SRB,1995.0
104620,Simone Bolelli,M,ITA,1987.0
125802,Ilya Ivashka,M,BLR,1994.0
106210,Jiri Vesely,M,CZE,1993.0
111581,Michael Mmoh,M,USA,1997.0
106368,Ramkumar Ramanathan,M,IND,1994.0
105539,Evgeny Donskoy,M,RUS,1990.0
111202,Hyeon Chung,M,KOR,1997.0
111459,Arjun Kadhe,M,IND,1993.0
104797,Denis Istomin,M,UZB,1986.0
105430,Radu Albot,M,MDA,1989.0
128034,Hubert Hurkacz,M,POL,1996.0
126156,Antoine Hoang,,FRA,1995.0
106329,Thiago Monteiro,M,BRA,1994.0
106148,Roberto Carballes Baena,M,ESP,1993.0
105432,Prajnesh Gunneswaran,M,IND,1989.0
104719,Marcel Granollers,M,ESP,1988.0
104665,Pablo Andujar,M,ESP,1985.0
200000,Felix Auger Aliassime,M,CAN,2000.0
105155,Pedro Sousa,M,POR,1988.0
106078,Egor Gerasimov,M,BLR,1992.0
104593,Daniel Gimeno Traver,M,ESP,1985.0
105031,Saketh Myneni,M,IND,1989.0
105359,Jason Jung,M,TPE,1989.0
105413,Andrej Martin,M,SVK,1989.0
104978,Daniel Brands,M,GER,1989.0
111790,Brayden Schnur,M,CAN,1995.0
124116,Sebastian Ofner,M,AUT,1996.0
105074,Ruben Bemelmans,M,BEL,1987.0
106420,Gianluigi Quinzi,M,ITA,1997.0
124154,Sasi Kumar Mukund,M,IND,1996.0
105656,Marcelo Arevalo,M,ESA,1992.0
111815,Cameron Norrie,M,GBR,1995.0
105807,Pablo Carreno Busta,M,ESP,1991.0
104926,Fabio Fognini,M,ITA,1987.0
104545,John Isner,M,USA,1985.0
105311,Joao Sousa,M,POR,1989.0
103970,David Ferrer,M,ESP,1984.0
104907,Jose Rubin Statham,M,NZL,1988.0
133430,Denis Shapovalov,M,CAN,1999.0
105449,Steve Johnson,M,USA,1989.0
111456,Mackenzie McDonald,,USA,1995.0
104655,Pablo Cuevas,M,URU,1985.0
104547,Horacio Zeballos,M,ARG,1987.0
105047,Tim Puetz,M,GER,1988.0
103565,Stephane Robert,M,FRA,1980.0
104667,Philipp Oswald,M,AUT,1988.0
105341,Thomas Fabbiano,M,ITA,1989.0
110686,Finn Tearney,M,NZL,1992.0
109054,Daniel Masur,M,GER,1994.0
105406,Roberto Marcora,M,ITA,1989.0
208055,Ajeet Rai,M,NZL,2000.0
105015,Franko Skugor,,CRO,1990.0
106043,Diego Schwartzman,,ARG,1992.0
126774,Stefanos Tsitsipas,M,GRE,1998.0
105819,Guido Andreozzi,M,ARG,1991.0
105373,Martin Klizan,M,SVK,1989.0
105023,Sam Querrey,M,USA,1987.0
105051,Matthew Ebden,M,AUS,1987.0
106298,Lucas Pouille,M,FRA,1994.0
126207,Frances Tiafoe,,USA,1997.0
202429,Camila Giorgi,F,ITA,1991.0
201444,Su Wei Hsieh,F,TPE,1985.0
214544,Aryna Sabalenka,F,BLR,1998.0
201490,Timea Bacsinszky,F,SUI,1991.0
201495,Dominika Cibulkova,F,SVK,1991.0
213583,Tatjana Maria,F,GER,1987.0
202469,Garbine Muguruza,F,ESP,1993.0
206420,Ekaterina Alexandrova,F,RUS,1994.0
201620,Monica Puig,F,PUR,1994.0
202458,Ashleigh Barty,F,AUS,1996.0
211533,Jelena Ostapenko,F,LAT,1997.0
201493,Angelique Kerber,F,GER,1987.0
201594,Simona Halep,F,ROU,1991.0
106186,Jason Kubler,M,AUS,1993.0
201527,Stefanie Voegele,F,SUI,1990.0
214956,Miriam Kolodziejova,F,CZE,1997.0
205923,Abbie Myers,F,AUS,1995.0
213666,Maddison Inglis,F,AUS,1997.0
201610,Zarina Diyas,F,KAZ,1993.0
201366,Barbora Zahlavova Strycova,F,CZE,1986.0
215811,Alexandra Bozovic,F,AUS,1998.0
205815,Eri Hozumi,F,JPN,1994.0
201318,Bethanie Mattek Sands,F,USA,1985.0
214461,Tamara Zidansek,F,SLO,1997.0
104745,Rafael Nadal,M,ESP,1986.0
103819,Roger Federer,M,SUI,1981.0
100644,Alexander Zverev,M,GER,1997.0
105227,Marin Cilic,M,CRO,1988.0
106432,Borna Coric,M,CRO,1997.0
105936,Filip Krajinovic,M,SRB,1992.0
104792,Gael Monfils,M,FRA,1986.0
106283,Mitchell Krueger,M,USA,1993.0
105554,Daniel Evans,M,GBR,1990.0
111794,Kamil Majchrzak,M,POL,1995.0
104678,Viktor Troicki,M,SRB,1986.0
144750,Lloyd Harris,,RSA,1997.0
200484,Rudolf Molleker,M,GER,2000.0
105882,Stefano Travaglia,M,ITA,1991.0
104563,Luca Vanni,M,ITA,1985.0
105967,Henri Laaksonen,M,SUI,1992.0
105147,Tatsuma Ito,M,JPN,1988.0
105163,Gleb Sakharov,M,FRA,1990.0
104810,Zhe Li,M,CHN,1987.0
106058,Jack Sock,M,USA,1992.0
106071,Bernard Tomic,M,AUS,1992.0
104386,Janko Tipsarevic,M,SRB,1986.0
105062,Mikhail Kukushkin,M,KAZ,1987.0
104999,Mischa Zverev,M,GER,1987.0
105643,Federico Delbonis,M,ARG,1990.0
103852,Feliciano Lopez,M,ESP,1981.0
201466,Kaia Kanepi,F,EST,1985.0
213550,Sofia Kenin,F,USA,1998.0
206368,Veronika Kudermetova,F,RUS,1997.0
201427,Alize Cornet,F,FRA,1989.0
202418,Lara Arruabarrena,F,ESP,1992.0
200748,Venus Williams,F,USA,1980.0
216262,Clara Burel,F,FRA,2001.0
202446,Eugenie Bouchard,F,CAN,1994.0
201397,Shuai Peng,F,CHN,1987.0
200033,Serena Williams,F,USA,1981.0
212001,Natalia Vikhlyantseva,F,RUS,1997.0
202453,Saisai Zheng,F,CHN,1994.0
203435,Dalila Jakupovic,F,SLO,1991.0
216347,Iga Swiatek,F,POL,2001.0
202536,Ana Bogdan,F,ROU,1992.0
201483,Madison Brengle,F,USA,1990.0
201595,Misaki Doi,F,JPN,1991.0
202663,Magda Linette,F,POL,1991.0
201696,Laura Siegemund,F,GER,1988.0
201458,Victoria Azarenka,F,BLR,1989.0
202492,Qiang Wang,F,CHN,1991.0
211539,Fiona Ferro,F,FRA,1997.0
215370,Bianca Andreescu,F,CAN,2000.0
215992,Whitney Osuigwe,F,USA,2002.0
201621,Mona Barthel,F,GER,1990.0
203533,Anna Karolina Schmiedlova,F,SVK,1994.0
202506,Margarita Gasparyan,F,RUS,1994.0
202684,Lin Zhu,F,CHN,1994.0
201426,Pauline Parmentier,F,FRA,1986.0
201619,Madison Keys,F,USA,1995.0
201533,Shuai Zhang,F,CHN,1988.0
201697,Kristyna Pliskova,F,CZE,1992.0
215020,Anna Blinkova,F,RUS,1998.0
214149,Viktoria Kuzmova,F,SVK,1998.0
201593,Irina Camelia Begu,F,ROU,1990.0
202505,Belinda Bencic,F,SUI,1997.0
216153,Amanda Anisimova,F,USA,2001.0
201512,Monica Niculescu,F,ROU,1987.0
211107,Katie Boulter,F,GBR,1996.0
201505,Ekaterina Makarova,F,RUS,1988.0
214939,Anna Kalinskaya,F,RUS,1998.0
202503,Luksika Kumkhum,F,THA,1995.0
206374,Yafan Wang,F,CHN,1994.0
206391,Ellen Perez,F,AUS,1995.0
206292,Astra Sharma,F,AUS,1995.0
206289,Maria Sakkari,F,GRE,1995.0
201345,Maria Sharapova,F,RUS,1988.0
202490,Rebecca Peterson,F,SWE,1995.0
201514,Sorana Cirstea,F,ROU,1990.0
201596,Johanna Larsson,F,SWE,1990.0
214304,Vera Lapko,F,BLR,1998.0
201496,Caroline Wozniacki,F,DEN,1991.0
202421,Alison Van Uytvanck,F,BEL,1994.0
203501,Taylor Townsend,F,USA,1997.0
201693,Timea Babos,F,HUN,1993.0
202460,Ons Jabeur,F,TUN,1994.0
214954,Marketa Vondrousova,F,CZE,1999.0
201516,Evgeniya Rodina,F,RUS,1991.0
201549,Petra Martic,F,CRO,1990.0
204427,Sara Sorribes Tormo,F,ESP,1996.0
201465,Kirsten Flipkens,F,BEL,1986.0
201499,Anastasia Pavlyuchenkova,F,RUS,1991.0
201590,Alison Riske,F,USA,1990.0
201504,Julia Goerges,F,GER,1989.0
203500,Sachia Vickery,F,USA,1995.0
204434,Ysaline Bonaventure,F,BEL,1994.0
201614,Caroline Garcia,F,FRA,1993.0
211316,Jessika Ponchet,F,FRA,1996.0
211651,Paula Badosa,F,ESP,1997.0
206242,Beatriz Haddad Maia,F,BRA,1996.0
201555,Polona Hercog,F,SLO,1990.0
132283,Lorenzo Sonego,M,ITA,1995.0
126652,Jay Clarke,M,GBR,1998.0
105216,Yuichi Sugita,M,JPN,1988.0
105841,Lorenzo Giustino,M,ITA,1991.0
200095,Nicola Kuhn,M,ESP,2000.0
105963,Arthur De Greef,M,BEL,1992.0
144895,Corentin Moutet,M,FRA,1999.0
124079,Pedro Martinez,,ESP,1997.0
104873,Aleksandr Nedovyesov,M,KAZ,1987.0
126845,Max Purcell,M,AUS,1998.0
105585,Ze Zhang,M,CHN,1991.0
109303,Stefano Napolitano,M,ITA,1995.0
106390,Matteo Donati,M,ITA,1995.0
134868,Tallon Griekspoor,M,NED,1996.0
123755,Daniel Elahi Galan,,COL,1996.0
126205,Tommy Paul,M,USA,1997.0
106232,Roberto Cid,M,DOM,1993.0
200514,Jurij Rodionov,M,AUT,1999.0
122330,Alexander Bublik,M,KAZ,1997.0
104297,Rogerio Dutra Silva,M,BRA,1985.0
134770,Casper Ruud,M,NOR,1998.0
104735,Tobias Kamke,M,GER,1986.0
105487,Facundo Bagnis,M,ARG,1990.0
106249,Joao Domingues,M,POR,1993.0
106005,Constant Lestienne,M,FRA,1992.0
105634,Viktor Galovic,M,ITA,1990.0
105782,Enrique Lopez Perez,M,ESP,1993.0
105385,Donald Young,M,USA,1989.0
133297,Yosuke Watanuki,M,JPN,1998.0
126952,Soon Woo Kwon,M,KOR,1997.0
105065,Tim Smyczek,M,USA,1989.0
105041,Lukas Lacko,M,SVK,1987.0
106353,Pedja Krstin,M,SRB,1994.0
110748,Nikola Milojevic,M,SRB,1995.0
123921,Calvin Hemery,M,FRA,1996.0
200466,Alexander Crnokrak,M,AUS,2001.0
111460,Quentin Halys,M,FRA,1996.0
106293,Kimmer Coppejans,M,BEL,1993.0
200221,Alejandro Davidovich Fokina,M,ESP,1999.0
104424,Go Soeda,M,JPN,1984.0
200624,Sebastian Korda,M,USA,2000.0
106228,Juan Ignacio Londero,M,ARG,1993.0
103990,Tommy Robredo,M,ESP,1982.0
106214,Oscar Otte,M,GER,1993.0
106099,Salvatore Caruso,M,ITA,1992.0
106105,Guilherme Clezar,M,BRA,1993.0
105300,Sergio Gutierrez Ferrol,M,ESP,1991.0
124014,Ernesto Escobedo,M,USA,1996.0
105641,Blaz Rola,M,SLO,1990.0
106361,Adam Pavlasek,M,CZE,1994.0
105633,Mohamed Safwat,M,EGY,1990.0
144645,Zdenek Kolar,M,CZE,1996.0
136440,Dominik Koepfer,M,GER,1994.0
104460,Dustin Brown,M,GER,1985.0
104122,Carlos Berlocq,M,ARG,1984.0
105655,Hiroki Moriya,M,JPN,1990.0
208014,Rinky Hijikata,M,AUS,2001.0
105561,Alessandro Giannessi,M,ITA,1990.0
104932,Kenny De Schepper,M,FRA,1987.0
105906,Kevin Krawietz,M,GER,1992.0
105943,Federico Gaio,M,ITA,1992.0
104629,Adrian Menendez Maceiras,M,ESP,1985.0
106328,Christian Harrison,M,USA,1994.0
105985,Darian King,M,BAR,1992.0
106072,Alexey Vatutin,M,RUS,1992.0
106110,Filip Horansky,M,SVK,1992.0
103917,Nicolas Mahut,M,FRA,1982.0
105064,Thomaz Bellucci,M,BRA,1987.0
111795,Filippo Baldi,M,ITA,1995.0
120424,Yannick Maden,M,GER,1989.0
121531,Mats Moraing,M,GER,1992.0
106291,Luke Saville,M,AUS,1994.0
111511,Noah Rubin,M,USA,1995.0
117361,Akira Santillan,M,AUS,1997.0
126125,Maxime Janvier,M,FRA,1996.0
111574,Jc Aragone,M,USA,1995.0
106296,Gregoire Barrere,M,FRA,1994.0
117353,Duck Hee Lee,M,KOR,1998.0
126846,Aleksandar Vukic,M,AUS,1996.0
201329,Vera Zvonareva,F,RUS,1984.0
202491,Varvara Flink,F,RUS,1996.0
202437,Anastasia Grymalska,F,ITA,1990.0
201542,Olivia Rogowska,F,AUS,1992.0
215290,Katarina Zavatska,F,UKR,2000.0
202701,Irina Khromacheva,F,RUS,1995.0
202482,Barbara Haas,F,AUT,1996.0
201664,Pemra Ozgen,F,TUR,1986.0
201501,Olga Govortsova,F,BLR,1988.0
201562,Silvia Soler Espinosa,F,ESP,1990.0
215804,Kaylah Mcphee,F,AUS,1999.0
210303,Kathinka Von Deichmann,F,LIE,1994.0
203569,Olga Doroshina,F,RUS,1994.0
213525,Jil Belen Teichmann,F,SUI,1997.0
201529,Kristie Ahn,F,USA,1992.0
213602,Gabriella Taylor,F,GBR,1999.0
202440,Paula Ormaechea,F,ARG,1992.0
204291,Na Lae Han,F,KOR,1992.0
202467,Elitsa Kostova,F,BUL,1990.0
215042,Katie Swan,F,GBR,1999.0
204394,Valentini Grammatikopoulou,F,GRE,1997.0
210705,Irina Maria Bara,F,ROU,1995.0
202493,Ekaterine Gorgodze,F,GEO,1991.0
202702,Tereza Smitkova,F,CZE,1994.0
215550,Ayano Shimizu,F,JPN,1998.0
211843,Anhelina Kalinina,F,UKR,1996.0
203325,Martina Di Giuseppe,F,ITA,1990.0
211222,Jamie Loeb,F,USA,1995.0
214643,Ludmilla Samsonova,F,RUS,1998.0
215832,Gabriella Da Silva Fick,F,AUS,2001.0
201613,Arina Rodionova,F,RUS,1989.0
211901,Aliona Bolsova,F,MDA,1997.0
202488,Valentyna Ivakhnenko,F,UKR,1993.0
203398,Danielle Lao,F,USA,1991.0
203288,Jia Jing Lu,F,CHN,1989.0
201606,Rebecca Marino,F,CAN,1990.0
211148,Jasmine Paolini,F,ITA,1995.0
205723,Anna Zaja,F,GER,1991.0
206124,Tereza Martincova,F,CZE,1994.0
212034,Fang Ying Xun,F,CHN,1995.0
216016,Xiyu Wang,F,CHN,2001.0
214906,Claire Liu,F,USA,2000.0
204430,Antonia Lottner,F,GER,1996.0
211702,Nao Hibino,F,JPN,1994.0
206408,Nadia Podoroska,F,ARG,1996.0
202628,Maryna Zanevska,F,UKR,1993.0
206045,Quirine Lemoine,F,NED,1991.0
201554,Vitalia Diatchenko,F,RUS,1990.0
211407,Dejana Radanovic,F,SRB,1996.0
202450,Jana Cepelova,F,SVK,1994.0
203281,Amandine Hesse,F,FRA,1992.0
204246,Lesley Kerkhove,F,NED,1991.0
206102,Ankita Raina,F,IND,1992.0
202707,Myrtille Georges,F,FRA,1991.0
202653,Denisa Allertova,F,CZE,1994.0
211736,Ivana Jorovic,F,SRB,1997.0
201580,Xinyun Han,F,CHN,1991.0
201534,Asia Muhammed,F,USA,1991.0
201402,Sesil Karatantcheva,F,KAZ,1991.0
211719,Shilin Xu,F,CHN,1998.0
213779,Raluca Georgiana Serban,F,ROU,1997.0
203564,Chloe Paquet,F,FRA,1994.0
214981,Elena Rybakina,F,KAZ,1999.0
202579,Giulia Gatto Monticone,F,ITA,1987.0
203354,Martina Trevisan,F,ITA,1993.0
213941,Anastasia Zarytska,F,UKR,1997.0
201674,Sabina Sharipova,F,UZB,1994.0
213544,Jana Fett,F,CRO,1996.0
215096,Jaimee Fourlis,F,AUS,1999.0
202659,Tereza Mrdeza,F,CRO,1990.0
206251,Kimberley Zimmermann,F,BEL,1995.0
206252,Barbora Krejcikova,F,CZE,1995.0
214684,Katherine Sebov,F,CAN,1998.0
202705,Veronica Cepede Royg,F,PAR,1991.0
202480,Richel Hogenkamp,F,NED,1992.0
201551,Arantxa Rus,F,NED,1990.0
206390,Isabelle Wallace,F,AUS,1998.0
201513,Sabine Lisicki,F,GER,1990.0
201648,Naomi Broady,F,GBR,1990.0
202916,Georgina Garcia Perez,F,ESP,1992.0
214541,Fanny Stollar,F,HUN,1998.0
202508,Yuxuan Zhang,F,CHN,1996.0
203575,Danka Kovinic,F,MNE,1994.0
203578,Fangzhou Liu,F,CHN,1997.0
202457,Bibiane Schoofs,F,NED,1988.0
215314,En Shuo Liang,F,TPE,2000.0
202504,Ying Ying Duan,F,CHN,1990.0
214694,Karman Thandi,F,IND,1998.0
202489,Carina Witthoeft,F,GER,1997.0
201616,Lauren Davis,F,USA,1993.0
215219,Kaja Juvan,F,SLO,2000.0
106398,Pedro Cachin,M,ARG,1995.0
205734,Thiago Seyboth Wild,M,BRA,2000.0
106198,Hugo Dellien,M,BOL,1993.0
105948,Federico Coria,M,ARG,1992.0
202103,Francisco Cerundolo,M,ARG,1998.0
105911,Andrea Collarini,M,ARG,1991.0
207680,Facundo Diaz Acosta,M,ARG,2000.0
106032,Facundo Arguello,M,ARG,1993.0
105559,Jonathan Eysseric,M,FRA,1990.0
206758,Antoine Cornut Chauvinc,M,FRA,2000.0
126127,Benjamin Bonzi,M,FRA,1996.0
200247,Alexandar Lazarov,M,BUL,1997.0
202090,Adrian Andreev,M,BUL,2001.0
106220,Dimitar Kuzmanov,M,BUL,1993.0
126328,Gabriel Donev,M,BUL,1997.0
111200,Elias Ymer,M,SWE,1996.0
126663,Juan Pablo Ficovich,M,ARG,1996.0
202106,Juan Bautista Otegui,M,ARG,2001.0
200368,Jack Mingjie Lin,M,CAN,2001.0
105398,Adam El Mihdawy,M,USA,1991.0
105933,Roberto Quiroz,M,ECU,1992.0
202318,Roy Smith,M,USA,1998.0
207992,Cannon Kingsley,M,USA,2002.0
125847,Jelle Sels,M,NED,1995.0
105691,Scott Griekspoor,M,NED,1992.0
207764,Ryan Nijboer,M,NED,1999.0
105223,Juan Martin del Potro,,ARG,1990.0
111577,Jared Donaldson,M,USA,1999.0
208186,Preston Brown,M,USA,2003.0
124186,Alexandre Muller,M,FRA,1997.0
202178,Mateus De Carvalho Cardoso Alves,M,BRA,2002.0
208372,Natan Rodrigues,M,BRA,2003.0
122425,Rafael Matos,M,BRA,1995.0
126204,Gerardo Lopez Villasenor,M,MEX,1995.0
207182,Emilio Nava,M,USA,2001.0
213887,Renata Zarazua,F,MEX,1997.0
106250,Luis Patino,M,MEX,1993.0
207834,Juan Alejandro Hernandez Serrano,M,MEX,1999.0
105751,Roberto Ortega Olmedo,M,ESP,1991.0
106412,Lucas Gomez,M,MEX,1995.0
105302,Ante Pavic,M,CRO,1989.0
105877,Emilio Gomez,M,ECU,1991.0
202436,Reka Luca Jani,F,HUN,1991.0
211874,Victoria Rodriguez,F,MEX,1995.0
215019,Maria Jose Portillo Ramirez,F,MEX,1999.0
204419,Ana Sofia Sanchez,F,MEX,1994.0
205892,Giuliana Olmos,F,MEX,1993.0
200278,Simon Carr,M,IRL,2000.0
105747,Karim Mohamed Maamoun,M,EGY,1992.0
106203,Pedro Sakamoto,M,BRA,1993.0
110778,Joao Menezes,,BRA,1996.0
105154,Joao Souza,M,BRA,1990.0
200553,Alen Avidzba,M,RUS,2000.0
106218,Marcos Giron,M,USA,1993.0
216083,Caty Mcnally,F,USA,2001.0
202468,Jessica Pegula,F,USA,1994.0
111765,Evan Song,M,USA,1992.0
106075,Jozef Kovalik,M,SVK,1992.0
200670,J.J. Wolf,,USA,1998.0
105132,Jurgen Zopp,M,EST,1990.0
215371,Francesca Di Lorenzo,F,USA,1997.0
216373,Zoe Kruger,F,RSA,2002.0
201506,Sara Errani,F,ITA,1987.0
214728,Ashley Kratzer,F,USA,2000.0
202498,Julia Glushko,F,ISR,1991.0
202358,Chun Hsin Tseng,M,TPE,2001.0
144707,Mikael Ymer,M,SWE,1998.0
216133,Xin Yu Wang,F,CHN,2001.0
221103,Cori Gauff,F,USA,2004.0
211390,Mari Osaka,F,JPN,1996.0
204431,Anna Lena Friedsam,F,GER,1994.0
208527,Zane Khan,M,USA,2002.0
221012,Qinwen Zheng,F,CHN,2002.0
105053,Santiago Giraldo,M,COL,1989.0
105649,Cedrik Marcel Stebe,M,GER,1990.0
104467,Lamine Ouahab,M,ALG,1986.0
200611,Elliot Benchetrit,M,FRA,1998.0
106348,Evgeny Karlovskiy,M,RUS,1994.0
125842,Adam Moundir,M,SUI,1996.0
200031,Lucas Catarina,M,MON,1996.0
132842,Julian Ocleppo,M,ITA,1997.0
105714,Hugo Nys,M,MON,1992.0
106033,Romain Arneodo,M,FRA,1992.0
105851,Florent Diep,M,FRA,1993.0
207989,Carlos Alcaraz Garfia,M,ESP,2003.0
105226,Attila Balazs,M,HUN,1989.0
206173,Jannik Sinner,M,ITA,2001.0
200218,Mate Valkusz,M,HUN,2000.0
200436,Zsombor Piros,M,HUN,1999.0
105671,Gastao Elias,M,POR,1990.0
126623,Alexander Erler,M,AUT,1997.0
105870,Yannick Hanfmann,M,GER,1991.0
104755,Richard Gasquet,M,FRA,1986.0
201320,Svetlana Kuznetsova,F,RUS,1985.0
